Lat,Long,City,Zip
41.93881178,-87.55091597,Chicago,60649
41.94262988,-87.55091597,Chicago,60649
41.94644798,-87.55091597,Chicago,60649
41.95026608,-87.55091597,Chicago,60649
41.95408418,-87.55091597,Chicago,60649
41.95790228,-87.55091597,Chicago,60649
41.96172038,-87.55091597,Chicago,60649
41.96553848,-87.55091597,Chicago,60649
41.96935659,-87.55091597,Chicago,60649
41.97317469,-87.55091597,Chicago,60649
41.97699279,-87.55091597,Chicago,60649
41.98081089,-87.55091597,Chicago,60649
41.98462899,-87.55091597,Chicago,60649
41.98844709,-87.55091597,Chicago,60649
41.99226519,-87.55091597,Chicago,60649
41.99608329,-87.55091597,Chicago,60649
41.99990139,-87.55091597,Chicago,60649
42.00371949,-87.55091597,Chicago,60649
42.0075376,-87.55091597,Chicago,60649
42.0113557,-87.55091597,Chicago,60649
42.0151738,-87.55091597,Chicago,60649
42.0189919,-87.55091597,Chicago,60649
42.02281,-87.55091597,Chicago,60649
41.6486361,-87.5550428,Chicago,60633
41.6524542,-87.5550428,Chicago,60633
41.6562723,-87.5550428,Chicago,60633
41.6600904,-87.5550428,Chicago,60633
41.66390851,-87.5550428,Chicago,60633
41.66772661,-87.5550428,Chicago,60633
41.67154471,-87.5550428,Chicago,60617
41.67536281,-87.5550428,Chicago,60617
41.67918091,-87.5550428,Chicago,60617
41.68299901,-87.5550428,Chicago,60617
41.68681711,-87.5550428,Chicago,60617
41.69063521,-87.5550428,Chicago,60617
41.69445331,-87.5550428,Chicago,60617
41.69827141,-87.5550428,Chicago,60617
41.70208952,-87.5550428,Chicago,60617
41.70590762,-87.5550428,Chicago,60617
41.70972572,-87.5550428,Chicago,60617
41.71354382,-87.5550428,Chicago,60617
41.71736192,-87.5550428,Chicago,60617
41.72118002,-87.5550428,Chicago,60617
41.72499812,-87.5550428,Chicago,60617
41.72881622,-87.5550428,Chicago,60617
41.73263432,-87.5550428,Chicago,60617
41.73645242,-87.5550428,Chicago,60617
41.74027053,-87.5550428,Chicago,60617
41.74408863,-87.5550428,Chicago,60617
41.74790673,-87.5550428,Chicago,60617
41.75172483,-87.5550428,Chicago,60649
41.75554293,-87.5550428,Chicago,60649
41.75936103,-87.5550428,Chicago,60649
41.76317913,-87.5550428,Chicago,60649
41.76699723,-87.5550428,Chicago,60649
41.77081533,-87.5550428,Chicago,60649
41.77463343,-87.5550428,Chicago,60649
41.77845154,-87.5550428,Chicago,60649
41.78226964,-87.5550428,Chicago,60649
41.78608774,-87.5550428,Chicago,60649
41.78990584,-87.5550428,Chicago,60649
41.79372394,-87.5550428,Chicago,60649
41.79754204,-87.5550428,Chicago,60649
41.80136014,-87.5550428,Chicago,60649
41.80517824,-87.5550428,Chicago,60649
41.80899634,-87.5550428,Chicago,60649
41.81281444,-87.5550428,Chicago,60649
41.81663255,-87.5550428,Chicago,60649
41.82045065,-87.5550428,Chicago,60649
41.82426875,-87.5550428,Chicago,60649
41.82808685,-87.5550428,Chicago,60649
41.83190495,-87.5550428,Chicago,60649
41.83572305,-87.5550428,Chicago,60649
41.83954115,-87.5550428,Chicago,60649
41.84335925,-87.5550428,Chicago,60649
41.84717735,-87.5550428,Chicago,60649
41.85099545,-87.5550428,Chicago,60649
41.85481356,-87.5550428,Chicago,60649
41.85863166,-87.5550428,Chicago,60649
41.86244976,-87.5550428,Chicago,60649
41.86626786,-87.5550428,Chicago,60649
41.87008596,-87.5550428,Chicago,60649
41.87390406,-87.5550428,Chicago,60649
41.87772216,-87.5550428,Chicago,60649
41.88154026,-87.5550428,Chicago,60649
41.88535836,-87.5550428,Chicago,60649
41.88917646,-87.5550428,Chicago,60649
41.89299457,-87.5550428,Chicago,60649
41.89681267,-87.5550428,Chicago,60649
41.90063077,-87.5550428,Chicago,60649
41.90444887,-87.5550428,Chicago,60649
41.90826697,-87.5550428,Chicago,60649
41.91208507,-87.5550428,Chicago,60649
41.91590317,-87.5550428,Chicago,60649
41.91972127,-87.5550428,Chicago,60649
41.92353937,-87.5550428,Chicago,60649
41.92735747,-87.5550428,Chicago,60649
41.93117558,-87.5550428,Chicago,60649
41.93499368,-87.5550428,Chicago,60649
41.93881178,-87.5550428,Chicago,60649
41.94262988,-87.5550428,Chicago,60649
41.94644798,-87.5550428,Chicago,60649
41.95026608,-87.5550428,Chicago,60649
41.95408418,-87.5550428,Chicago,60649
41.95790228,-87.5550428,Chicago,60649
41.96172038,-87.5550428,Chicago,60649
41.96553848,-87.5550428,Chicago,60649
41.96935659,-87.5550428,Chicago,60649
41.97317469,-87.5550428,Chicago,60649
41.97699279,-87.5550428,Chicago,60649
41.98081089,-87.5550428,Chicago,60649
41.98462899,-87.5550428,Chicago,60649
41.98844709,-87.5550428,Chicago,60649
41.99226519,-87.5550428,Chicago,60649
41.99608329,-87.5550428,Chicago,60649
41.99990139,-87.5550428,Chicago,60649
42.00371949,-87.5550428,Chicago,60649
42.0075376,-87.5550428,Chicago,60649
42.0113557,-87.5550428,Chicago,60649
42.0151738,-87.5550428,Chicago,60649
42.0189919,-87.5550428,Chicago,60649
42.02281,-87.5550428,Chicago,60649
41.6486361,-87.55916963,Chicago,60633
41.6524542,-87.55916963,Chicago,60633
41.6562723,-87.55916963,Chicago,60633
41.6600904,-87.55916963,Chicago,60633
41.66390851,-87.55916963,Chicago,60633
41.66772661,-87.55916963,Chicago,60633
41.67154471,-87.55916963,Chicago,60617
41.67536281,-87.55916963,Chicago,60617
41.67918091,-87.55916963,Chicago,60617
41.68299901,-87.55916963,Chicago,60617
41.68681711,-87.55916963,Chicago,60617
41.69063521,-87.55916963,Chicago,60617
41.69445331,-87.55916963,Chicago,60617
41.69827141,-87.55916963,Chicago,60617
41.70208952,-87.55916963,Chicago,60617
41.70590762,-87.55916963,Chicago,60617
41.70972572,-87.55916963,Chicago,60617
41.71354382,-87.55916963,Chicago,60617
41.71736192,-87.55916963,Chicago,60617
41.72118002,-87.55916963,Chicago,60617
41.72499812,-87.55916963,Chicago,60617
41.72881622,-87.55916963,Chicago,60617
41.73263432,-87.55916963,Chicago,60617
41.73645242,-87.55916963,Chicago,60617
41.74027053,-87.55916963,Chicago,60617
41.74408863,-87.55916963,Chicago,60617
41.74790673,-87.55916963,Chicago,60617
41.75172483,-87.55916963,Chicago,60617
41.75554293,-87.55916963,Chicago,60649
41.75936103,-87.55916963,Chicago,60649
41.76317913,-87.55916963,Chicago,60649
41.76699723,-87.55916963,Chicago,60649
41.77081533,-87.55916963,Chicago,60649
41.77463343,-87.55916963,Chicago,60649
41.77845154,-87.55916963,Chicago,60649
41.78226964,-87.55916963,Chicago,60649
41.78608774,-87.55916963,Chicago,60649
41.78990584,-87.55916963,Chicago,60649
41.79372394,-87.55916963,Chicago,60649
41.79754204,-87.55916963,Chicago,60649
41.80136014,-87.55916963,Chicago,60649
41.80517824,-87.55916963,Chicago,60649
41.80899634,-87.55916963,Chicago,60649
41.81281444,-87.55916963,Chicago,60649
41.81663255,-87.55916963,Chicago,60649
41.82045065,-87.55916963,Chicago,60649
41.82426875,-87.55916963,Chicago,60649
41.82808685,-87.55916963,Chicago,60649
41.83190495,-87.55916963,Chicago,60649
41.83572305,-87.55916963,Chicago,60649
41.83954115,-87.55916963,Chicago,60649
41.84335925,-87.55916963,Chicago,60649
41.84717735,-87.55916963,Chicago,60649
41.85099545,-87.55916963,Chicago,60649
41.85481356,-87.55916963,Chicago,60649
41.85863166,-87.55916963,Chicago,60649
41.86244976,-87.55916963,Chicago,60649
41.86626786,-87.55916963,Chicago,60649
41.87008596,-87.55916963,Chicago,60649
41.87390406,-87.55916963,Chicago,60649
41.87772216,-87.55916963,Chicago,60649
41.88154026,-87.55916963,Chicago,60649
41.88535836,-87.55916963,Chicago,60649
41.88917646,-87.55916963,Chicago,60649
41.89299457,-87.55916963,Chicago,60649
41.89681267,-87.55916963,Chicago,60649
41.90063077,-87.55916963,Chicago,60649
41.90444887,-87.55916963,Chicago,60649
41.90826697,-87.55916963,Chicago,60649
41.91208507,-87.55916963,Chicago,60649
41.91590317,-87.55916963,Chicago,60649
41.91972127,-87.55916963,Chicago,60649
41.92353937,-87.55916963,Chicago,60649
41.92735747,-87.55916963,Chicago,60649
41.93117558,-87.55916963,Chicago,60649
41.93499368,-87.55916963,Chicago,60649
41.93881178,-87.55916963,Chicago,60649
41.94262988,-87.55916963,Chicago,60649
41.94644798,-87.55916963,Chicago,60649
41.95026608,-87.55916963,Chicago,60649
41.95408418,-87.55916963,Chicago,60649
41.95790228,-87.55916963,Chicago,60649
41.96172038,-87.55916963,Chicago,60649
41.96553848,-87.55916963,Chicago,60649
41.96935659,-87.55916963,Chicago,60649
41.97317469,-87.55916963,Chicago,60649
41.97699279,-87.55916963,Chicago,60649
41.98081089,-87.55916963,Chicago,60649
41.98462899,-87.55916963,Chicago,60649
41.98844709,-87.55916963,Chicago,60649
41.99226519,-87.55916963,Chicago,60649
41.99608329,-87.55916963,Chicago,60649
41.99990139,-87.55916963,Chicago,60649
42.00371949,-87.55916963,Chicago,60649
42.0075376,-87.55916963,Chicago,60649
42.0113557,-87.55916963,Chicago,60649
42.0151738,-87.55916963,Chicago,60649
42.0189919,-87.55916963,Chicago,60649
42.02281,-87.55916963,Chicago,60649
41.644818,-87.56329645,Chicago,60633
41.6486361,-87.56329645,Chicago,60633
41.6524542,-87.56329645,Chicago,60633
41.6562723,-87.56329645,Chicago,60633
41.6600904,-87.56329645,Chicago,60633
41.66390851,-87.56329645,Chicago,60633
41.66772661,-87.56329645,Chicago,60633
41.67154471,-87.56329645,Chicago,60633
41.67536281,-87.56329645,Chicago,60617
41.67918091,-87.56329645,Chicago,60617
41.68299901,-87.56329645,Chicago,60617
41.68681711,-87.56329645,Chicago,60617
41.69063521,-87.56329645,Chicago,60617
41.69445331,-87.56329645,Chicago,60617
41.69827141,-87.56329645,Chicago,60617
41.70208952,-87.56329645,Chicago,60617
41.70590762,-87.56329645,Chicago,60617
41.70972572,-87.56329645,Chicago,60617
41.71354382,-87.56329645,Chicago,60617
41.71736192,-87.56329645,Chicago,60617
41.72118002,-87.56329645,Chicago,60617
41.72499812,-87.56329645,Chicago,60617
41.72881622,-87.56329645,Chicago,60617
41.73263432,-87.56329645,Chicago,60617
41.73645242,-87.56329645,Chicago,60617
41.74027053,-87.56329645,Chicago,60617
41.74408863,-87.56329645,Chicago,60617
41.74790673,-87.56329645,Chicago,60617
41.75172483,-87.56329645,Chicago,60649
41.75554293,-87.56329645,Chicago,60649
41.75936103,-87.56329645,Chicago,60649
41.76317913,-87.56329645,Chicago,60649
41.76699723,-87.56329645,Chicago,60649
41.77081533,-87.56329645,Chicago,60637
41.77463343,-87.56329645,Chicago,60649
41.77845154,-87.56329645,Chicago,60649
41.78226964,-87.56329645,Chicago,60649
41.78608774,-87.56329645,Chicago,60649
41.78990584,-87.56329645,Chicago,60649
41.79372394,-87.56329645,Chicago,60649
41.79754204,-87.56329645,Chicago,60649
41.80136014,-87.56329645,Chicago,60649
41.80517824,-87.56329645,Chicago,60649
41.80899634,-87.56329645,Chicago,60649
41.81281444,-87.56329645,Chicago,60649
41.81663255,-87.56329645,Chicago,60649
41.82045065,-87.56329645,Chicago,60649
41.82426875,-87.56329645,Chicago,60649
41.82808685,-87.56329645,Chicago,60649
41.83190495,-87.56329645,Chicago,60649
41.83572305,-87.56329645,Chicago,60649
41.83954115,-87.56329645,Chicago,60649
41.84335925,-87.56329645,Chicago,60649
41.84717735,-87.56329645,Chicago,60649
41.85099545,-87.56329645,Chicago,60649
41.85481356,-87.56329645,Chicago,60649
41.85863166,-87.56329645,Chicago,60649
41.86244976,-87.56329645,Chicago,60649
41.86626786,-87.56329645,Chicago,60649
41.87008596,-87.56329645,Chicago,60649
41.87390406,-87.56329645,Chicago,60649
41.87772216,-87.56329645,Chicago,60649
41.88154026,-87.56329645,Chicago,60649
41.88535836,-87.56329645,Chicago,60649
41.88917646,-87.56329645,Chicago,60649
41.89299457,-87.56329645,Chicago,60649
41.89681267,-87.56329645,Chicago,60649
41.90063077,-87.56329645,Chicago,60649
41.90444887,-87.56329645,Chicago,60649
41.90826697,-87.56329645,Chicago,60649
41.91208507,-87.56329645,Chicago,60649
41.91590317,-87.56329645,Chicago,60649
41.91972127,-87.56329645,Chicago,60649
41.92353937,-87.56329645,Chicago,60649
41.92735747,-87.56329645,Chicago,60649
41.93117558,-87.56329645,Chicago,60649
41.93499368,-87.56329645,Chicago,60649
41.93881178,-87.56329645,Chicago,60649
41.94262988,-87.56329645,Chicago,60649
41.94644798,-87.56329645,Chicago,60649
41.95026608,-87.56329645,Chicago,60649
41.95408418,-87.56329645,Chicago,60649
41.95790228,-87.56329645,Chicago,60649
41.96172038,-87.56329645,Chicago,60649
41.96553848,-87.56329645,Chicago,60649
41.96935659,-87.56329645,Chicago,60649
41.97317469,-87.56329645,Chicago,60649
41.97699279,-87.56329645,Chicago,60649
41.98081089,-87.56329645,Chicago,60649
41.98462899,-87.56329645,Chicago,60649
41.98844709,-87.56329645,Chicago,60649
41.99226519,-87.56329645,Chicago,60649
41.99608329,-87.56329645,Chicago,60649
41.99990139,-87.56329645,Chicago,60649
42.00371949,-87.56329645,Chicago,60649
42.0075376,-87.56329645,Chicago,60649
42.0113557,-87.56329645,Chicago,60649
42.0151738,-87.56329645,Chicago,60649
42.0189919,-87.56329645,Chicago,60649
42.02281,-87.56329645,Chicago,60649
41.644818,-87.56742328,Chicago,60633
41.6486361,-87.56742328,Chicago,60633
41.6524542,-87.56742328,Chicago,60633
41.6562723,-87.56742328,Chicago,60633
41.6600904,-87.56742328,Chicago,60633
41.66390851,-87.56742328,Chicago,60633
41.66772661,-87.56742328,Chicago,60633
41.67154471,-87.56742328,Chicago,60633
41.67536281,-87.56742328,Chicago,60617
41.67918091,-87.56742328,Chicago,60633
41.68299901,-87.56742328,Chicago,60617
41.68681711,-87.56742328,Chicago,60617
41.69063521,-87.56742328,Chicago,60617
41.69445331,-87.56742328,Chicago,60617
41.69827141,-87.56742328,Chicago,60617
41.70208952,-87.56742328,Chicago,60617
41.70590762,-87.56742328,Chicago,60617
41.70972572,-87.56742328,Chicago,60617
41.71354382,-87.56742328,Chicago,60617
41.71736192,-87.56742328,Chicago,60617
41.72118002,-87.56742328,Chicago,60617
41.72499812,-87.56742328,Chicago,60617
41.72881622,-87.56742328,Chicago,60617
41.73263432,-87.56742328,Chicago,60617
41.73645242,-87.56742328,Chicago,60617
41.74027053,-87.56742328,Chicago,60617
41.74408863,-87.56742328,Chicago,60617
41.74790673,-87.56742328,Chicago,60617
41.75172483,-87.56742328,Chicago,60649
41.75554293,-87.56742328,Chicago,60649
41.75936103,-87.56742328,Chicago,60649
41.76317913,-87.56742328,Chicago,60649
41.76699723,-87.56742328,Chicago,60649
41.77081533,-87.56742328,Chicago,60649
41.77463343,-87.56742328,Chicago,60612
41.77845154,-87.56742328,Chicago,60649
41.78226964,-87.56742328,Chicago,60649
41.78608774,-87.56742328,Chicago,60649
41.78990584,-87.56742328,Chicago,60637
41.79372394,-87.56742328,Chicago,60615
41.79754204,-87.56742328,Chicago,60615
41.80136014,-87.56742328,Chicago,60615
41.80517824,-87.56742328,Chicago,60615
41.80899634,-87.56742328,Chicago,60615
41.81281444,-87.56742328,Chicago,60615
41.81663255,-87.56742328,Chicago,60615
41.82045065,-87.56742328,Chicago,60615
41.82426875,-87.56742328,Chicago,60615
41.82808685,-87.56742328,Chicago,60615
41.83190495,-87.56742328,Chicago,60615
41.83572305,-87.56742328,Chicago,60615
41.83954115,-87.56742328,Chicago,60615
41.84335925,-87.56742328,Chicago,60615
41.84717735,-87.56742328,Chicago,60615
41.85099545,-87.56742328,Chicago,60615
41.85481356,-87.56742328,Chicago,60615
41.85863166,-87.56742328,Chicago,60615
41.86244976,-87.56742328,Chicago,60615
41.86626786,-87.56742328,Chicago,60615
41.87008596,-87.56742328,Chicago,60615
41.87390406,-87.56742328,Chicago,60615
41.87772216,-87.56742328,Chicago,60615
41.88154026,-87.56742328,Chicago,60615
41.88535836,-87.56742328,Chicago,60615
41.88917646,-87.56742328,Chicago,60615
41.89299457,-87.56742328,Chicago,60615
41.89681267,-87.56742328,Chicago,60615
41.90063077,-87.56742328,Chicago,60615
41.90444887,-87.56742328,Chicago,60615
41.90826697,-87.56742328,Chicago,60615
41.91208507,-87.56742328,Chicago,60615
41.91590317,-87.56742328,Chicago,60615
41.91972127,-87.56742328,Chicago,60615
41.92353937,-87.56742328,Chicago,60615
41.92735747,-87.56742328,Chicago,60615
41.93117558,-87.56742328,Chicago,60615
41.93499368,-87.56742328,Chicago,60615
41.93881178,-87.56742328,Chicago,60615
41.94262988,-87.56742328,Chicago,60615
41.94644798,-87.56742328,Chicago,60615
41.95026608,-87.56742328,Chicago,60615
41.95408418,-87.56742328,Chicago,60615
41.95790228,-87.56742328,Chicago,60615
41.96172038,-87.56742328,Chicago,60615
41.96553848,-87.56742328,Chicago,60615
41.96935659,-87.56742328,Chicago,60615
41.97317469,-87.56742328,Chicago,60615
41.97699279,-87.56742328,Chicago,60615
41.98081089,-87.56742328,Chicago,60615
41.98462899,-87.56742328,Chicago,60615
41.98844709,-87.56742328,Chicago,60615
41.99226519,-87.56742328,Chicago,60615
41.99608329,-87.56742328,Chicago,60615
41.99990139,-87.56742328,Chicago,60615
42.00371949,-87.56742328,Chicago,60615
42.0075376,-87.56742328,Chicago,60615
42.0113557,-87.56742328,Chicago,60615
42.0151738,-87.56742328,Chicago,60615
42.0189919,-87.56742328,Chicago,60615
42.02281,-87.56742328,Chicago,60615
41.644818,-87.57155011,Chicago,60633
41.6486361,-87.57155011,Chicago,60633
41.6524542,-87.57155011,Chicago,60633
41.6562723,-87.57155011,Chicago,60633
41.6600904,-87.57155011,Chicago,60633
41.66390851,-87.57155011,Chicago,60633
41.66772661,-87.57155011,Chicago,60633
41.67154471,-87.57155011,Chicago,60633
41.67918091,-87.57155011,Chicago,60617
41.68299901,-87.57155011,Chicago,60617
41.68681711,-87.57155011,Chicago,60617
41.69063521,-87.57155011,Chicago,60617
41.69445331,-87.57155011,Chicago,60617
41.69827141,-87.57155011,Chicago,60617
41.70208952,-87.57155011,Chicago,60617
41.70590762,-87.57155011,Chicago,60617
41.70972572,-87.57155011,Chicago,60617
41.71354382,-87.57155011,Chicago,60617
41.71736192,-87.57155011,Chicago,60617
41.72118002,-87.57155011,Chicago,60617
41.72499812,-87.57155011,Chicago,60617
41.72881622,-87.57155011,Chicago,60617
41.73263432,-87.57155011,Chicago,60617
41.73645242,-87.57155011,Chicago,60617
41.74027053,-87.57155011,Chicago,60617
41.74408863,-87.57155011,Chicago,60617
41.74790673,-87.57155011,Chicago,60617
41.75172483,-87.57155011,Chicago,60649
41.75554293,-87.57155011,Chicago,60649
41.75936103,-87.57155011,Chicago,60649
41.76317913,-87.57155011,Chicago,60649
41.76699723,-87.57155011,Chicago,60649
41.77081533,-87.57155011,Chicago,60649
41.77463343,-87.57155011,Chicago,60649
41.77845154,-87.57155011,Chicago,60649
41.78226964,-87.57155011,Chicago,60649
41.78608774,-87.57155011,Chicago,60649
41.78990584,-87.57155011,Chicago,60637
41.79372394,-87.57155011,Chicago,60615
41.79754204,-87.57155011,Chicago,60615
41.80136014,-87.57155011,Chicago,60615
41.80517824,-87.57155011,Chicago,60615
41.80899634,-87.57155011,Chicago,60615
41.81281444,-87.57155011,Chicago,60615
41.81663255,-87.57155011,Chicago,60615
41.82045065,-87.57155011,Chicago,60615
41.82426875,-87.57155011,Chicago,60615
41.82808685,-87.57155011,Chicago,60615
41.83190495,-87.57155011,Chicago,60615
41.83572305,-87.57155011,Chicago,60615
41.83954115,-87.57155011,Chicago,60615
41.84335925,-87.57155011,Chicago,60615
41.84717735,-87.57155011,Chicago,60615
41.85099545,-87.57155011,Chicago,60615
41.85481356,-87.57155011,Chicago,60615
41.85863166,-87.57155011,Chicago,60615
41.86244976,-87.57155011,Chicago,60615
41.86626786,-87.57155011,Chicago,60615
41.87008596,-87.57155011,Chicago,60615
41.87390406,-87.57155011,Chicago,60615
41.87772216,-87.57155011,Chicago,60615
41.88154026,-87.57155011,Chicago,60615
41.88535836,-87.57155011,Chicago,60615
41.88917646,-87.57155011,Chicago,60615
41.89299457,-87.57155011,Chicago,60615
41.89681267,-87.57155011,Chicago,60615
41.90063077,-87.57155011,Chicago,60615
41.90444887,-87.57155011,Chicago,60615
41.90826697,-87.57155011,Chicago,60615
41.91208507,-87.57155011,Chicago,60615
41.91590317,-87.57155011,Chicago,60615
41.91972127,-87.57155011,Chicago,60615
41.92353937,-87.57155011,Chicago,60615
41.92735747,-87.57155011,Chicago,60615
